Video ID,Start Time (s),End Time (s),Transcript
https://youtu.be/gJaLDkmezOI,1559.2,1573.0,ಡಿಕೆ ಶಿವಕುಮಾರ್ ಒಳ್ಳೆ ವ್ಯಕ್ತಿ ಮನುಷ್ಯ ಯಾವತ್ತೂ.
https://youtu.be/gJaLDkmezOI,1573.0,1594.8,ಅನುಗ್ರಹ ಪೂರಕ ಇರುತ್ತಲ್ಲ.
https://youtu.be/gJaLDkmezOI,1594.8,1598.4,ಕರ್ನಾಟಕ ರಾಜ್ಯ ರಾಜಕಾರಣದಲ್ಲಿ ಬೆರ್ಕೆ ಆಗಿರುವುದರಿಂದ.
https://youtu.be/gJaLDkmezOI,1598.4,1649.2,ಈ   ೆ.
https://youtu.be/gJaLDkmezOI,1649.2,1654.5,"ಮೋದಿ ನೋಡಿ ಕಲಿಬೇಕು, ಯಾಕೆಂದರೆ ಪರಕಾರ್ಮಿಕರು ಯಾರು ಜಗತ್ತು ಕಸವನ್ನು ಡುತ್ತಾರೆ?"
https://youtu.be/gJaLDkmezOI,1654.5,1668.4,ರೋಗ ರುಜನಗಳನ್ನು ಗುಡಿಸುತ್ತಾನೆಕಾರ್ಮಿಕರಮಾಡರ.
https://youtu.be/gJaLDkmezOI,1668.4,1694.6,ಕ್ಿೆ.
https://youtu.be/gJaLDkmezOI,1694.6,1712.5,ಯಾರು ನೆಕ್ಸ್ಟ್ ಬರ್ತೀರಾ ತುಂಬಾ ಟ್ರೈ ಮಾಡಹೋಗಬೇಡಿ.
https://youtu.be/gJaLDkmezOI,1712.5,1769.9,ಕ  ೆ.
https://youtu.be/gJaLDkmezOI,1769.9,1815.6,ಕ .
https://youtu.be/gJaLDkmezOI,1815.6,1828.2,ಗುರೂಜಿರಾಜ್ಯ ರಾಜಕಾರಣದ ಬಗ್ಗೆ ಬಹಳಷ್ಟು ವಿಚಾರವನ್ನು ತಿಳಿಸಿಕೊಟ್ಟು ಸದ್ಯಕ್ಕೆ ರಾಜ್ಯ ರಾಜಕಾರಣ ನೆನಪ ಸಿದ್ದರಾಮಯ್ಯ ಮತ್ತು ಡಿಸಿಎಂ ಡಿಕೆ ಶಿವಕುಮಾರ್ ವರ ಭವಿಷ್ಯಲ್ಲಿ.
https://youtu.be/gJaLDkmezOI,1828.2,1831.3,ಸಾಧಾರಣವಾಗಿ ಕಾವ್ಯ ಬಹಳಷ್ಟು ಜನ ಯೋಚನೆ ಮಾಡುತ್ತಿದ್ದಾರೆ.
https://youtu.be/gJaLDkmezOI,1831.3,1835.8,ಸಿದ್ದರಾಮಯ್ಯ ಬಿಟ್ಟರೆ ಡಿಕೆ ಶಿವಕುಮಾರ್ ಡಿಕೆ ಶಿವಕುಮಾರ್ರಮ.
https://youtu.be/gJaLDkmezOI,1835.8,1841.0,ಒಂದು ಅವರಿಬ್ಬರ ಒಪ್ಪಂದದ ಪ್ರಕಾರ ಅಥವಾ ಹೈಕಮಾಂಡ್ ಪ್ರಕಾರವಾಗಿ.
https://youtu.be/gJaLDkmezOI,1841.0,1844.0,ಹೇಳಿರಬಹುದು ಯಾರಿಗೂ ಗೊತ್ತಿಲ್ಲಬಹುದು.
https://youtu.be/gJaLDkmezOI,1844.0,1847.5,ಅದರೆ ನೀನ ಒಂದೆರಡು ವರ್ಷ ಒಂದೆರಡು ವರ್ಷ ಹೇಳಿರಬಹುದು.
https://youtu.be/gJaLDkmezOI,1847.5,1863.6,ಮಧ್ಮಧ್ಯದಲ್ಲಿ ಇವರೆಲ್ಲ ಅರ್ಜೆಂಟಬೇಕು ಅಂತಬಗ್ಗೆ.
https://youtu.be/gJaLDkmezOI,1863.6,1866.4,ಸಿದ್ದರಾಮಯ್ಯ ಅವರು ಡಿಕೆ ಶಿವಕುಮಾರ್ ಚೆನ್ನಾಗಿರುತ್ತಾರೆ.
https://youtu.be/gJaLDkmezOI,1866.4,1883.2,ಚೆನ್ನಾಗಿರುತ್ತಾರೆ ಅಂದರೆ ನೆಕ್ಸ್ಟ್ ಏನು ಮಾಡೋಣತ ಮಾಡ್ಬಿಟ್ಟು ಇವತ್ತಿ ಕರ್ನಾಟಕದಲ್ಲಿ  ವಿಚಾರ ಿದ್ದರಾಮಯ್ಯವರ್ಷ ಆಗುತ್ತೆ.
https://youtu.be/gJaLDkmezOI,1883.2,1887.5,ಆ್
https://youtu.be/gJaLDkmezOI,1887.5,1905.1,ಗಾರಂಟಿ ಸಿದ್ದರಾಮಯ್ಯ ಆದಮೇಲೆ  ಸಿದ್ದರಾಮಯ್ಯ ಸಮಯದಲ್ಲಿ ಪ್ರಕಾರ ರ ಎರಡು ಮೇಲೆಕದಲ್ಲಿಕೊಂಡ.
https://youtu.be/gJaLDkmezOI,1905.1,1907.3,ಪಕ್ಷದಲ್ಲಿಇಬ್ಬರು ಮಾಡಿಕೊಳ್ಳದ್ತಾರೆ.
https://youtu.be/gJaLDkmezOI,1907.3,1927.8,ಆಗಿರಬಹುದು ಆದ್ದರಿಂದ ನೀವು ಜನಗಳು ಮಾಡಿಕೊಂಡು ಿಿ.
https://youtu.be/gJaLDkmezOI,1927.8,1999.7,ಕ              .
https://youtu.be/gJaLDkmezOI,1999.7,2004.6,ಎಲ್ಲ ರಾಜಕೀಯದ.
https://youtu.be/gJaLDkmezOI,2004.6,2018.0,ಪಟಿ ರಾಜಕೀಯ ಎಲ್ಲಾ ರಾಜಕೀಯ.
https://youtu.be/gJaLDkmezOI,2018.0,2049.7,ನಾನ ಕ್.
https://youtu.be/gJaLDkmezOI,2049.7,2052.1,ಸಿದ್ದರಾಮಯ್ಯ ಕ್ಲೀನ್ ಹ್ಯಾಂಡ್ಂ.
https://youtu.be/gJaLDkmezOI,2052.1,2081.0,ಜಾತಿವಾಪಕ್ದಲ್ಲಿ ಮಲಿಲ್ಲ.
https://youtu.be/gJaLDkmezOI,2081.0,2081.4,ು
https://youtu.be/gJaLDkmezOI,2081.4,2091.8,ವಿಶೇಷವಾಗಿ ವ್ಯಕ್ತಿ ಹತ್ತು.
https://youtu.be/gJaLDkmezOI,2091.8,2117.5,ಕರಿ್ಹದ್ಿ..
https://youtu.be/gJaLDkmezOI,2117.5,2119.1,ಹಾರ್ಟ್ ನೋಡ್ಕೋಬೇಕು.
https://youtu.be/gJaLDkmezOI,2119.1,2123.4,ಕೈಕಾಲು ನೋಡ್ಕೋಬೇಕು ಜಯಿಟ ನೋಡ್ಕೋಬೇಕು ಯಾರು.
https://youtu.be/gJaLDkmezOI,2123.4,2124.2,ಡಿಕೆ. ಶಿವಕುಮಾರ್.
https://youtu.be/gJaLDkmezOI,2124.2,2188.2,ಕ       .
https://youtu.be/gJaLDkmezOI,2188.2,2244.8,ಕ              ೆ.
https://youtu.be/gJaLDkmezOI,2244.8,2247.6,ಪ್ರವೇಶರದಿದೆ
https://youtu.be/gJaLDkmezOI,2247.6,2253.0,"ಅವರು ಬರ್ತಾನೆ, ಆರೋಗ್ಯ ಪರಿಸ್ಥಿತಿೆ ಗೊತ್ತಿಲ್ಲಒಂದು."
https://youtu.be/gJaLDkmezOI,2253.0,2282.4,ಶ್ ಮದೆ.
https://youtu.be/gJaLDkmezOI,2282.4,2339.9,.
https://youtu.be/gJaLDkmezOI,2339.9,2358.0,ಗೌರವಿಂದ ಮರಗಳನ್ನು ಸಮೃದ್ಧಿಪಡಿಸಿ ಪ್ರಕೃತಿ  ತುಂಬಾ ಕಷ್ಟಇದೆ.
https://youtu.be/gJaLDkmezOI,2358.0,2409.2,ಕ   ಕ  .
https://youtu.be/gJaLDkmezOI,2409.2,2410.3,ಸಂಕ್ರಾಂತಿ ಯಲ್ಲ.
https://youtu.be/gJaLDkmezOI,2410.3,2426.4,ಫೋಟಿನ್ ಫೆಬ್ರವರಿ ಆದಮೇಲೆ ಬಿಸಿಲು ್ಬೇಕು.
https://youtu.be/gJaLDkmezOI,2426.4,2438.3,ಸೃಷ್ಟಿಯಾಗುವುದು ಯಾವಾಗಂದರೆ ಹೊರಗಡೆ ದೇಶಗಳಲ್ಲಿ ನಮ್ಮ.
https://youtu.be/gJaLDkmezOI,2438.3,2535.8,ಕ               ೆ.
https://youtu.be/gJaLDkmezOI,2535.8,2541.1,ಆಲ್ತ್ರೀವೈಟ್ ಡೇಂಜರ್ ರ್ರ್.
https://youtu.be/gJaLDkmezOI,2541.1,2663.3,ಕ                                .
https://youtu.be/gJaLDkmezOI,2663.3,2668.7,ಸಾಧಾರಣವಾಗಿ ಟಿವಿ ಮಾಧ್ಯಮದಲ್ಲಿ ಬ್ರಹ್ಮಾಂಡ.
https://youtu.be/gJaLDkmezOI,2668.7,2677.8,ಟ್ರ್ಬಿಟ್ಟೆ ಒಳ್ಳೆಯದುುಸ್ವಾಮಿ.
https://youtu.be/gJaLDkmezOI,2677.8,2722.4,ಕ         ೆ.
https://youtu.be/gJaLDkmezOI,2722.4,2730.0,ಒಸಂಸ್ಕಾರ ಇವತ್ತು ದೇವೇಗೌಡರ ಕುಟುಂಬದಲ್ಲಿ ಒಂದೇ ಒಂದು ವಿಶೇಷ ರಾಜಕುಮಾರ್ ಕುಟುಂಬದಿ ಒಂದು ವಿಚಾರ  ಜಗತ್ತಿನ.
https://youtu.be/gJaLDkmezOI,2730.0,2732.2,ಇವತ್ತು ಮಾಧ್ಯಮದಲ್ಲಿಿ.
https://youtu.be/gJaLDkmezOI,2732.2,2781.4,್  ೆ.
https://youtu.be/gJaLDkmezOI,2781.4,2783.1,ಅಂದ್ರು
https://youtu.be/gJaLDkmezOI,2783.1,2788.1,ಬಿಪಿ ಸಿಂಗ್ ಬೇಡ ಅಂದ್ರು ಎಲ್ಲರೂ ಸೇರ್ಬಿಟ್ಟು ಅಲ್ಲಿ ಯಾವಾಗ ಏನು ಮಾಡಿದರು.
https://youtu.be/gJaLDkmezOI,2788.1,2794.9,"ವಿಶೇಷವಾಗಿ ನೀವು ಮಾಡಿಕೊಳ್ಳಿ, ನಾನು ಯಾವಾಗಲೂ ಬಿಟ್ಟಿದ್ದೇನೆ."
https://youtu.be/gJaLDkmezOI,2794.9,2804.6,ಿಕರೆಲ್ಲರೂ ಪ್ರೋತ್ಸಾಹ ಕೊಟ್ಟು ಚಂದ್ರಶೇಖರ್ಕೊಂಡದೇವೇಗೌಡರು ಮಿನಿಸ್ಟರ್.
https://youtu.be/gJaLDkmezOI,2804.6,2858.2,ಕ    ೆ.
https://youtu.be/gJaLDkmezOI,2858.2,2871.8,ಎಲ್ಲರೂ ೆತ ಪ್ರತಿಯೊಬ್ಬರೂ ಒಳ್ಳೆಯದುಸ್ಕರಯಾವತ್ತೂನಿಮಗೆಲ್ಲರೂ ಒಳ್ಳೆಯದಾಗಿಕಹೇಳಬೇಕು.
https://youtu.be/gJaLDkmezOI,2871.8,2876.4,ಅಲ್ಲಿ ಬಂದು.
https://youtu.be/gJaLDkmezOI,2876.4,2882.3,ಒ್ಮನುಷ್ಯ ದಾನ ಮಾಡಿದರೆ ವಿಶೇಷವಾಗಿ ಒಂದು ದೇವಸ್ಥಾನಕ್ಕೆ.
https://youtu.be/gJaLDkmezOI,2882.3,2921.5,ಕ.
https://youtu.be/gJaLDkmezOI,2921.5,2927.8,ಹೋಗ್ತಿದ್ದಾ ನೋಡಿಲ್ಲ.
https://youtu.be/gJaLDkmezOI,2927.8,2962.9,ಕಾ್ಕಾ್ಮಸ್ಯೆಗಗಹ
https://youtu.be/gJaLDkmezOI,2962.9,2970.2,ನೋಡಿದಲ್ಲ ವೀಕ್ಷಕರು ಇದಾಗಿ ಹೊತ್ತಿನ ವಿಶೇಷ ಕಾರ್ಯಕ್ರಮ ಸುದ್ದಿಗಾಗಿ ನೋಡ ವಿಸ್ತಾರ.
https://youtu.be/gJaLDkmezOI,2970.2,2971.6,ಜನಪರ
https://youtu.be/gJaLDkmezOI,2971.6,2990.6,ಸುದ್ದಿಗಳಿಗಾಗಿ ವಿಸ್ತಾರ ನ್ಯೂಸಯೂಟ್ಯೂಬ್ ಾನೆ್ಸ ಮಾಡಿ್ಸ.
