Video ID,Start Time (s),End Time (s),Transcript
https://youtu.be/5A-oKchY7Og,832.8,838.7,ಊರು ಮುಂದಿನ ಬಾವಿ ಮುಚ್ಚುಹುದು ಊರು ಮಂದಿ ಬಾಯಿ ಮುಚ್ ತಿಳ್ಕೊಂಡು.
https://youtu.be/5A-oKchY7Og,839.0,844.4,ಊರು ಮುಂದಿನ ಬಾವಿ ಮುಚ್ಚಬಹುದು ಊರು ಮಂದಿ ಬಾಯಿ ಮುಚ್ಚುವುದಿಲ್ಲ.
https://youtu.be/5A-oKchY7Og,844.4,850.1,ಅಕಸ್ಮಾತ್ ಒಂದು ವೇಳೆ ನೀ ಬಿದ್ದಿ ಅಂದರೆ ಬಾಯಾಗನಿನ್ನ.
https://youtu.be/5A-oKchY7Og,850.1,852.1,ಬಾವಾಗಿ ಬರುತ್ತೆ.
https://youtu.be/5A-oKchY7Og,852.7,859.3,ಆದರೆ ನಿನ್ನ ನಿನ್ನ ಅದೃಷ್ಟ ಇರಲಿ ಬಿಡಲಿ ಆದರೆ ಮಂದಿ ಬಿಂದಕಷ್ಟ.
https://youtu.be/5A-oKchY7Og,859.6,866.4,ಅದಕ್ಕೆ ಮನುಷ್ಯ ಂದಮೇಲೆ ಒಂದಿಷ್ಟುಹೇಳುತ್ತಿರುತ್ತೇನೆ.
https://youtu.be/5A-oKchY7Og,866.4,869.9,ಈನಿನ್ನೆ ಮನ್ನೆ ಅಡಿಗೆ ಮಾಡಿರುತ್ತಾರೆ.
https://youtu.be/5A-oKchY7Og,869.9,875.6,ಅಡುಗೆ ಮಾಡಿದ ನಮಗೆ ತಂಗಳು ತಂದಿಟ್ಟು ಕುತ್ತ.
https://youtu.be/5A-oKchY7Og,875.6,879.4,ಅಂತರಲ್ ಗಂಡುಮಕ್ಕಳು ನಿನ್ನೆ ಮೊನ್ನೆ ತಂದಿಟ್ಟೆ.
https://youtu.be/5A-oKchY7Og,879.4,882.7,ಹಳಸಿದ್ದ
https://youtu.be/5A-oKchY7Og,882.7,904.6,ಏನಾಗುತ್ತತು ಏನು ಒಂದು ಸಮಸ್ಯೆಯಏನು ಅಲ್ಲ?
https://youtu.be/5A-oKchY7Og,904.6,908.5,ಅದಕ್ಕೆ ಜೀವನ ಅಂದರೆ ಕಲಿಯುವದಅಷ್ಟೇ ಇಲ್ಲ.
https://youtu.be/5A-oKchY7Og,908.5,914.9,ಏನು ಕಲಿಯುವುದು ಅಂದರೆ ನಾನು ಕೊಂಡ ನನ್ನೆಯಂತೆ ಜಗತ್ತು ನಡೆಯುವುದಿಲ್ಲ.
https://youtu.be/5A-oKchY7Og,914.9,917.4,ಇಲ್ಲಿ ನಾವೇನು ಕಲಿಬೇಕು ಅಂದ್ರೆ?
https://youtu.be/5A-oKchY7Og,917.4,923.0,ನನ್ನಚೆಯಂತೆ ನಾನು ಕೊಂಡಗ ಜಗತ್ತು ನಡೆಯುವುದಿಲ್ಲ.
https://youtu.be/5A-oKchY7Og,923.0,926.1,ಯಾವ ತ್ತಿ ಇಲ್ಲ ಹೇಳಿ.
https://youtu.be/5A-oKchY7Og,926.1,931.4,ನನ್ನ ಸಸಿ ಬಂದು ಬಿಸಿ ರೊಟ್ಟಿ ಮಾಡಿಕೊಡಬೇಕು ಂತ ತ್ತಗುತ್ತೆ.
https://youtu.be/5A-oKchY7Og,931.4,933.9,ಂಡರ್್ ಮಂದಿ.
https://youtu.be/5A-oKchY7Og,935.4,938.0,ಅವರು ಕೇಳ ಹೇಳುತ್ತಾರೆ.
https://youtu.be/5A-oKchY7Og,939.7,942.5,ಹಕೆ ಕನ್ಯಾ ನೋಡ.
https://youtu.be/5A-oKchY7Og,942.5,944.8,ಹೋದಏನು ಬರುತ್ತ?
https://youtu.be/5A-oKchY7Og,944.8,949.9,ಇಡ್ಲಿ ದೋಸ ಇಲ್ಲಿ ಬರ್ತಿಬರ್ತಿ.
https://youtu.be/5A-oKchY7Og,949.9,955.1,ಎಲ್ಲ ಬರುತ್ತಿತ್ತು ಂತ ಕೇಳಿ ಕೊಟ್ಟರ ಹೋಟೆಲ್ಲ್ಲ ಬರುತ್ತೆ.
https://youtu.be/5A-oKchY7Og,956.4,961.3,"ಅಂದರೆ ಯಾರಿಗೆ ಇಲ್ಲ, ನಮ್ಮಚೆಯಂತೆ ಜಗತ್ತು ನಡೆಯುವುದಿಲ್ಲ."
https://youtu.be/5A-oKchY7Og,961.3,965.5,ಇಲ್ಲಿ ಕಲಿ ಬೇಕಾದದ್ದು ಏನು ಜೀವನದೊಳಗೆ ಅಂದರೆ?
https://youtu.be/5A-oKchY7Og,965.5,968.3,ನನ್ನಚೆಯಂತೆ
https://youtu.be/5A-oKchY7Og,968.3,971.3,ನನ್ನ ಜೀವನ ಜಗತ್ತು ನಡೆಯುವುದಿಲ್ಲ.
https://youtu.be/5A-oKchY7Og,971.3,979.3,ಜಗದಛಗೆ ನನ್ನ ಜೀವನವನ್ನು ಹೊಂದಿಕೊಂಡು ಬದುಕುವುದಲ್ಲ ಅವರಿಗೆ ಕರೆುತ್ತಾರೆ ಇದನ್ನು ಕಲಿಯುವುದು.
https://youtu.be/5A-oKchY7Og,979.3,981.9,ಬುದ್ಧ ಇದರ ಅರ್ಥ.
https://youtu.be/5A-oKchY7Og,981.9,986.8,ಇರುವುದನ್ನು ಇದ್ದಂತೆ ಸ್ವೀಕರಿಸುವವರಿಗೆ ಬುದ್ಧ ಕರತತಾರೆ.
https://youtu.be/5A-oKchY7Og,986.8,992.1,ಒಪ್ಪಿಕೊಳ್ಳಲ ಜೀವನದಳ  ವಯಸ್ಸಾು.
https://youtu.be/5A-oKchY7Og,992.1,998.0,ವಯಸ್ಸಾದ ಕೂಡಂತರ ನೀವು ಸ್ವಸ್ ಮಕ್ಕಳು ಿಲ್ಲ.
https://youtu.be/5A-oKchY7Og,998.4,1005.7,ಎಲ್ಲೋ ನಮ್ಮ ಹುಡುಗಿ ಹೇಳುತ್ತಿದ್ದು ಮೇಲ ಗದಲ್ಲ ಏನು ಬೇಕ ಬಂದಮೇಲೆ ಅಂದರೆ.
https://youtu.be/5A-oKchY7Og,1005.7,1008.4,ಮುಪ್ಪು ಬಂದ ಮೇಲೆ ರಬೇಕು.
https://youtu.be/5A-oKchY7Og,1008.6,1015.8,"ಮುಪ್ಪು ಬಂದಮೇಲೆ ಗಪ್ಪಇರಬೇಕು, ಮಗನ ಮಾತಾಡಿಸಬೇಕಾದರೆ ಮಾರಿ ನೋಡಬೇಕು."
https://youtu.be/5A-oKchY7Og,1016.2,1020.9,ನನ್ನ ರೊಕ್ಕ ನನ ಕಳ್ಳಬಕ್ಕು.
https://youtu.be/5A-oKchY7Og,1020.9,1023.5,ಶಟಗೊಂಡು ಕುಂತರ.
https://youtu.be/5A-oKchY7Og,1023.5,1032.0,ಶಟಗೊಂಡು ಊಟ ಬಿಟ್ಟರೆ ಹೆಂಡತಿ ರಂಸ್ಥಳ ತಿ ಬಿಟ್ಟಿರಬೇಕು ಬಂದಮೇಲೆೇಕು ಮನುಷ್ಯ.
https://youtu.be/5A-oKchY7Og,1032.9,1035.5,ಕಲಿಯುವುದಿಲ್ಲ ಅಷ್ಟೇ ಜೀವನದ.
https://youtu.be/5A-oKchY7Og,1035.9,1043.2,ಅದಕ್ಕೆ ಜೀವನ ಇದ್ದಂತೆ ಸ್ವೀಕರಿಸುವವನಿಗೆ ಸಂತ ಕರೆಯುತ್ತಾರೆಕರೆುತ್ತಾರೆ.
https://youtu.be/5A-oKchY7Og,1043.2,1044.8,ಯಾಕಂದ್ರೆ
https://youtu.be/5A-oKchY7Og,1044.8,1048.8,"ನಾನೇನು ಬಯಸುತ್ತೀನಲ್ಲ, ನಾನಿರುವುದು ವರ್ತಮಾನದಲ್ಲಿ."
https://youtu.be/5A-oKchY7Og,1048.8,1051.8,ನನ್ನ ಬಯಕೆಗಳು ಇರುವುದು ಭವಿಷ್ಯತ್ತಿನಲ್ಲಿ.
https://youtu.be/5A-oKchY7Og,1051.8,1055.2,ಅಂದರೆ ದರೆ ಡಿಫರೆನ್ಸ್.
https://youtu.be/5A-oKchY7Og,1055.2,1062.6,"ವರ್ತಮಾನಕ್ಕೂ ಭವಿಷ್ಯಕ್ಕೂ ಕ್ಯಾಪ್ ಇದೆ, ಅದಕ್ಕೆ ವರ್ತಮಾನದೊಳಗೆ ಏನು ಸಿಗುತ್ತದೆ?"
https://youtu.be/5A-oKchY7Og,1063.1,1067.9,ನಿನ್ನೆ ಸತ್ತು ಹೋಗಿದೆ .
https://youtu.be/5A-oKchY7Og,1067.9,1070.5,ಟುಮಾರೋ ಇಸ್ ನಾಟ್ ಬಾರ್ನ್.
https://youtu.be/5A-oKchY7Og,1070.5,1080.2,ವಾಟ್ವಿತ್ ಮಿ ಸ್ಟುಡೇ ಇವತ್ತುನ ಕ್ಷಣವನ್ನು ಅನುಭವಿಸುವುದ.
https://youtu.be/5A-oKchY7Og,1080.7,1089.0,"ಇರುವುದನ್ನು ಇದ್ದಂತೆ ಸ್ವೀಕರಿಸುವುದು, ದೇವರು ನಮಗೇನು ಕೊಟ್ಟಾನೆ ಅದನ್ನು ನೋಡಿ ಸಂತೋಷಪಡಬೇಕು ಅದು ಜೀವನ."
https://youtu.be/5A-oKchY7Og,1089.0,1093.9,"ಒಬ್ಬರು ಗುರುಗಳು, ಅವರ ಹತ್ತಿರ ಒಂದು ಮೂರು ಜನ ಶಿಷ್ಯರು."
https://youtu.be/5A-oKchY7Og,1094.1,1097.4,ಅಭ್ಯಾಸ ಮಾಡಿದರೊ ಒಂದು ಗುರುಕುಲ ಇತ್ತದೆ.
https://youtu.be/5A-oKchY7Og,1097.6,1102.5,ಮೂರು ಜನ ಅವರ ಹತ್ತಿರ ಅಧ್ಯಯನ ಮಾಡಿ ಹೋದರು.
https://youtu.be/5A-oKchY7Og,1102.5,1105.9,ಹೋಗಿ ಮತ್ತೆ ಗುರುಗಳ ದರ್ಶನಕ್ಕೆ ಬಂದರೆ ಆಶ್ರಮ.
https://youtu.be/5A-oKchY7Og,1105.9,1108.8,ಗುರುಗಳು ಮೂವರಿಗೆ ಊಟಕೊಟ್ಟು.
https://youtu.be/5A-oKchY7Og,1109.5,1113.3,ಊಟಕ್ಕೆ ಒಬ್ಬನಿಗೆ ಬಂಗಾರದ ತಟ್ಟೆ ಕೊಟ್ಟು.
https://youtu.be/5A-oKchY7Og,1113.4,1119.2,"ಒಬ್ಬನಿಗೆ ಬೆಳ್ಳಿ ತಟ್ಟೆ ಕೊಟ್ಟು, ಒಬ್ಬನಿಗೆ ಮಣ್ಣಿನ ಪ್ರಯಾಣ ಮಣ್ಣಿನ ತಟ್ಟೆ ಕೊಟ್ಟು."
https://youtu.be/5A-oKchY7Og,1119.3,1125.2,ಎಲ್ಲರೂ ೂ ಒಂದೊಂದು ರೊಟ್ಟಿ ಹಾಕಿದರು.
https://youtu.be/5A-oKchY7Og,1126.2,1128.3,ಮೂವರಿಗೆ
https://youtu.be/5A-oKchY7Og,1128.4,1136.3,"ರೊಟ್ಟಿ ನೀಡಿದರು ಗುರುಗಳು ಒಬ್ಬನಿಗೆ ಬಂಗಾರ ತಟ್ಟೆ, ಒಬ್ಬನಿಗೆ ಬೆಳ್ಳಿ ತಟ್ಟೆ, ಒಬ್ಬನಿಗೆ ಮಣ್ಣಿತಟ್ಟೆ ಕೊಟ್ಟು ಒಹಾಕಿ."
https://youtu.be/5A-oKchY7Og,1136.3,1138.5,ಊಟ ಮುಗಿದ ಮೇಲೆ.
https://youtu.be/5A-oKchY7Og,1138.5,1143.6,ಮಣ್ಣಿನ ತಟ್ಟೆಯಲ್ಲಿ ಬೆಳ್ಳಿ ತಟ್ಟೆಯಲ್ಲಿ ಉಂಡ ಶಿಷ್ಯರು ಗುರುಗಳಿಗೆ ಬಂದು ಹೇಳಿದರು.
https://youtu.be/5A-oKchY7Og,1143.6,1147.0,ಅಲ್ಲ ನೀವು ಬಹಳ ದೊಡ್ಡವರು ತಿಳ್ಕೊಂಡಿದ್ದೆು.
https://youtu.be/5A-oKchY7Og,1147.0,1151.9,ನಮ್ಮ ಮವರಿಗೆ ಬ್ಯೇರೆ ಬೇರೆ ತಟ್ಟೆ ಕೊಟ್ಟರೆ.
https://youtu.be/5A-oKchY7Og,1151.9,1160.6,"ಅವನಿಗೆ ಬಂಗಾರ ತಟ್ಟೆ ಕೊಟ್ಟರೆ, ಅವನಿಗೆ ಬೆಳ್ಳಿತಟ್ಟೆ ಕೊಟ್ಟರೆ, ನನಗೆ ನೋಡಿದರೆ  ಮಣ್ಣಿನ ತಟ್ಟೆ ಕೊಟ್ಟರೆ ಅಂತ ಶಿಷ್ಯ ಕಂಪ್ಲೇಂಟ್ ಮಾಡಿದುರುಗಳಿಗೆ."
https://youtu.be/5A-oKchY7Og,1160.6,1163.4,ಅವಗುರು ಹೇಳಿದ ನೋಡು.
https://youtu.be/5A-oKchY7Og,1163.4,1178.4,"ನಿನಗೆ ಅವನಿಗೆ ಬಂಗಾರದ ತಟ್ಟೆ ಕೊಟ್ಟಿರಬಹುದು, ಅವನಿಗೆ ಬೆಳ್ಳಿ ತಟ್ಟೆ ಕೊಟ್ಟಿರಬಹುದು, ನಿನಗೆ ಮಣ್ಣಿನ ತಟ್ಟೆ ಕೊಟ್ಟಿರಬಹುದು, ನಿನ್ನ ಲಕ್ಷತಟ್ಟೆ ಕಡೆ ಹ ಹೊರತು ತಟ್ಟೆಯಲ್ಲಿ ಹಾಕಿದಲ."
https://youtu.be/5A-oKchY7Og,1178.4,1208.1,ಜವವಿ್.
https://youtu.be/5A-oKchY7Og,1208.1,1217.1,ಹೊಂದುಕೊಂಡು ಹೋಗೋದಷ್ಟೇ ಕಲಿಯುವುಿುತ್ತ ವ್ಯಾಕರಣ ಕಲಿಸುತ್ತಾರೆ ವಯಕರಿುತ್ತಾರೆ.
https://youtu.be/5A-oKchY7Og,1217.1,1218.7,ಕಲಿತಿಲ್ಲ
https://youtu.be/5A-oKchY7Og,1218.7,1225.3,ಹೊಂದಿಸಿ ಬರೆಯಿರಿ ಅಂತ ಕಲಿಸುತ್ತಾರೆ ಏನು ಕಲಿಸುತ್ತಾರೆ ಇನ್ಲೊಂದುಕೊಟ್ಟಿ್ಾರೆ ಒಂದು.
https://youtu.be/5A-oKchY7Og,1225.3,1226.9,ಇದು ಒಂದಿರುತತೆ.
https://youtu.be/5A-oKchY7Og,1226.9,1233.5,ಆಕಡೆ ೇ ನಂಬರ್ ಕೆಳಗಿಟ ನಂಬರ್  ನಂಬರ್.
https://youtu.be/5A-oKchY7Og,1233.8,1236.6,ಹೊಂದಿಸಿ ಬರೆದರ.
https://youtu.be/5A-oKchY7Og,1236.6,1244.4,ಪದಕ್ಕರ್ಥ ಬರುತ್ತಿತ್ತು ಹೊಂದುಕೊಂಡು ಬದುಕ ಜೀವನ ಬರುತ್ತಿತು ಅಂತಅತಹೊಂದಿಸ ಬರೆಯಿರಿ.
https://youtu.be/5A-oKchY7Og,1244.4,1253.7,ಅದಕ್ಕೆ ಜೀವನದಲ್ಲಿ ಕಲ್ಕೊಂ ಯಾರು ಕೂಡ ದ್ವೇಷ ಕಟ್ಕೊಂಡು ಇನ್ನೊಬ್ಬರಿಗೆ ಟೀಕೆ ಮಾಡಿ ಏನು ಕಲಿಯುವುದಿಲ್ಲ ಸಾಧಿಸುವುದು ಇಲ್ಲ.
https://youtu.be/5A-oKchY7Og,1253.7,1268.6,ಇರುವಷ್ಟು ದಿವಸ ಸಂತೋಷವಾಗಿ ಇನ್ನೊಬ್ಬರ ಮನಸ್ಸಿಗೆ ನೋವು ಮಾಡಿದಂ ಕಾಯಕ ಮಾಡಿಕೊಂ ಬದುಕುವುದು ನಿಜವಾದ ಜೀವನದ ಸಾಧನೆ ಮಾತ ಪ್ರತಿಕ್ಷಣ ಪ್ರತಿಕ್ಷಣ.
https://youtu.be/5A-oKchY7Og,1268.6,1272.3,ಏನು ಜೀವನ ಕೊಟ್ಟನಲ್ಲ ನೆನೆಸಿ ಬದುಕುವುದಷ್ಟೇ.
https://youtu.be/5A-oKchY7Og,1272.3,1277.8,ನೀವುಹಳ್ಳಿ ರೈತರ ರೈತರಿಗೆ ಅನುಭವ.
https://youtu.be/5A-oKchY7Og,1277.8,1280.3,ಹೊಲಗಳೆಹಗ್ತಾನೆ.
https://youtu.be/5A-oKchY7Og,1280.3,1291.2,ಹೋಗುವಾಗ ಒಂದು ಬುತ್ತಿ ಇರುತ್ತ್ತೆ ಕಟ್ಟಕೊಂಡು ಹೋಗಿರುತ್ತಾನೆ ಕಟ್ಟಿಕೊಂಡು ಹೋಗಿ ಅದನ್ನು ಬೇನಗಿಡ.
https://youtu.be/5A-oKchY7Og,1291.5,1294.4,ನಾಯಿ ಬುತ್ತಿ ಮುಂದೆ ಕುಂತಿರುತ್ತೆ.
https://youtu.be/5A-oKchY7Og,1294.4,1297.3,ಕಾಗಿ ಬುತ್ತಿತಿನ್ನ ಬಂದಿರುತ್ತೆ.
https://youtu.be/5A-oKchY7Og,1297.3,1302.8,ಅದು ಬಂದು ಬುತ್ತಿ ತಿನ್ನಾಗಿ ಬುತ್ತಿ ತಿನ್ನ ಬಂತು ಅಂದರೆ.
https://youtu.be/5A-oKchY7Og,1302.8,1308.6,ನಾಯಿ ಏನು ಮಾಡುತ್ತಿದೆ ಅಂದರೆ ಕಾಗಿ.
https://youtu.be/5A-oKchY7Og,1309.1,1315.9,ಏನು ತಿಳುವಳಿಕೆ ಇಲ್ಲದ ನಾಯಿ ಗೊತ್ತು ೆಂದರೆ ಇದು ಬುತ್ತಿ ನನ್ನಮಲ.
https://youtu.be/5A-oKchY7Og,1316.2,1326.0,ಹಂಗ ನಮಗೆ ಗೊತ್ತಿರಬೇಕು ತಟ್ಟಿಯೊಳಗೆ ಬಿದ್ದ ಪ್ರತಿ ತುತ್ತಲ್ಲ ಇದು ನಂದಲ್ಲ ಕೊಟ್ಟ ಮಾಲಿ ಕಲ್ಪನೆಯಿಂದ.
https://youtu.be/5A-oKchY7Og,1326.6,1380.5,್.
https://youtu.be/5A-oKchY7Og,1380.5,1383.0,ಮತ್ತು ಯಾರೋ ಕಟ್ಟಿಗೆ ಒಡೆದುಕೊಟ್ಟರೆ.
https://youtu.be/5A-oKchY7Og,1383.0,1403.2,ರೊಟ್ಟಿ ಕೊಟ್ಟರ ಯಾರ ಹೆಸರು ಗೊತ್ತಿಲ್ಲ ಹೆಸರಿಲ್ಲಮಾಡಹೆಸರಿಲ್ಲದೆ ಮಾಡಿಕಾರ ಪ್ರತಿಯೊಂದು.
https://youtu.be/5A-oKchY7Og,1403.2,1432.0,ಈಗಮದದಸುಡ ನಡೆದಿ ಅವಕಾೇಕ.
https://youtu.be/5A-oKchY7Og,1432.0,1434.3,ನಿಂದಿ
https://youtu.be/5A-oKchY7Og,1434.7,1437.9,ನೀ ಬರಲಿಲ್ಲ ಅಂದ್ರೆ ನಮ್ಮ ಜಾತ್ರೆ ಮುಗಿಯಲ್.
https://youtu.be/5A-oKchY7Og,1439.1,1443.9,ನನಗಿಂತ ನಿನ್ನ ಫ್ಯಾನ್ಸ್ಬಯೂಟ್ಯೂಬ್.
https://youtu.be/5A-oKchY7Og,1444.4,1450.3,ಅಲ್ಲಿಅಜ್ಜರಿ ಮಾಡ.
https://youtu.be/5A-oKchY7Og,1450.3,1454.9,ಎಾರಡು
https://youtu.be/5A-oKchY7Og,1454.9,1460.6,ಕಿರ್ತಿರಿ
https://youtu.be/5A-oKchY7Og,1461.5,1463.4,ಆತತದೆ
https://youtu.be/5A-oKchY7Og,1464.5,1468.3,ಎಲ್ಲರೂ ಸೌಕಾಶ ಹೋಗರಿ ರಣ.
